,sizeSeq1,repNo,angleSeq,mod,trialID,FrameStim,stimLength,n,ExpectedcorrectAnswer_mean,ExpectedcorrectAnswer_raw,ExpectedcorrectAnswer_std,FrameStim_mean,FrameStim_raw,Resp_mean,Resp_raw,Resp_std,absMod_mean,absMod_raw,acc_mean,acc_raw,acc_std,actualcorrectAnswer_mean,actualcorrectAnswer_raw,actualcorrectAnswer_std,angleS_mean,angleS_raw,repNo_mean,repNo_raw,sizeSeq`_mean,sizeSeq`_raw,soundTLoc_mean,soundTLoc_raw,soundTLoc_std,stGap_mean,stGap_raw,stGap_std,stimLength_mean,stimLength_raw,timeafter_mean,timeafter_raw,timeafter_std,timebefore_mean,timebefore_raw,timebefore_std,totalGapTime_mean,totalGapTime_raw,totalGapTime_std,trialDropID_mean,trialDropID_raw,trialDropID_std,trialID_mean,trialID_raw,order
0,1,2,0.0,1.0,1.0,51.0,2.0,1.0,0.0,0.0,0.0,51.0,51.0,-1.0,-1.0,0.0,1.0,1.0,,,,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,122.0,122.0,0.0,2.0,2.0,1.11755919456,1.117559194564819,0.0,0.831099629402,0.8310996294021606,0.0,1.94865882397,1.94865882396698,0.0,2.0,2.0,0.0,1.0,1.0,0.0
1,1,6,0.0,1.0,2.0,29.0,2.0,1.0,0.0,0.0,0.0,29.0,29.0,1.0,1.0,0.0,1.0,1.0,,,,-1.0,-1.0,0.0,0.0,0.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,62.0,62.0,0.0,2.0,2.0,0.483784496784,0.4837844967842102,0.0,0.463566601276,0.4635666012763977,0.0,0.947351098061,0.9473510980606079,0.0,,,,2.0,2.0,1.0
2,1,1,0.0,1.0,3.0,29.0,2.0,1.0,0.0,0.0,0.0,29.0,29.0,-1.0,-1.0,0.0,1.0,1.0,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,62.0,62.0,0.0,2.0,2.0,0.483662724495,0.4836627244949341,0.0,0.463800281286,0.4638002812862396,0.0,0.947462975979,0.9474629759788513,0.0,2.0,2.0,0.0,3.0,3.0,2.0
3,1,1,0.0,-1.0,4.0,29.0,2.0,1.0,0.0,0.0,0.0,29.0,29.0,1.0,1.0,0.0,-1.0,-1.0,,,,-1.0,-1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,62.0,62.0,0.0,2.0,2.0,0.483607500792,0.4836075007915497,0.0,0.463890612125,0.4638906121253967,0.0,0.947498083115,0.947498083114624,0.0,,,,4.0,4.0,3.0
4,1,7,0.0,1.0,5.0,43.0,2.0,1.0,0.0,0.0,0.0,43.0,43.0,1.0,1.0,0.0,1.0,1.0,,,,-1.0,-1.0,0.0,0.0,0.0,7.0,7.0,1.0,1.0,0.0,0.0,0.0,122.0,122.0,0.0,2.0,2.0,1.2510010004,1.251001000404358,0.0,0.697383582592,0.6973835825920105,0.0,1.94838452339,1.948384523391724,0.0,,,,5.0,5.0,4.0
5,1,7,0.0,1.0,6.0,75.0,2.0,1.0,0.0,0.0,0.0,75.0,75.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,0.0,0.0,0.0,7.0,7.0,1.0,1.0,0.0,0.0,0.0,122.0,122.0,0.0,2.0,2.0,0.717160403728,0.7171604037284851,0.0,1.2309769392,1.230976939201355,0.0,1.94813740253,1.948137402534485,0.0,2.0,2.0,0.0,6.0,6.0,5.0
6,1,4,0.0,-1.0,7.0,29.0,2.0,1.0,0.0,0.0,0.0,29.0,29.0,-1.0,-1.0,0.0,-1.0,-1.0,,,,1.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,62.0,62.0,0.0,2.0,2.0,0.48368024826,0.483680248260498,0.0,0.463728249073,0.4637282490730286,0.0,0.947408497334,0.9474084973335266,0.0,,,,7.0,7.0,6.0
7,1,2,0.0,-1.0,8.0,29.0,2.0,1.0,0.0,0.0,0.0,29.0,29.0,1.0,1.0,0.0,-1.0,-1.0,,,,-1.0,-1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,62.0,62.0,0.0,2.0,2.0,0.483638942242,0.4836389422416687,0.0,0.463023543358,0.4630235433578491,0.0,0.9466624856,0.9466624855995178,0.0,,,,8.0,8.0,7.0
8,1,1,0.0,1.0,9.0,17.0,2.0,1.0,0.0,0.0,0.0,17.0,17.0,-1.0,-1.0,0.0,1.0,1.0,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,62.0,62.0,0.0,2.0,2.0,0.683929204941,0.6839292049407959,0.0,0.264343053102,0.2643430531024933,0.0,0.948272287846,0.9482722878456116,0.0,,,,9.0,9.0,8.0
9,1,1,0.0,-1.0,10.0,23.0,2.0,1.0,0.0,0.0,0.0,23.0,23.0,-1.0,-1.0,0.0,-1.0,-1.0,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,62.0,62.0,0.0,2.0,2.0,0.583836734295,0.5838367342948914,0.0,0.363801777363,0.3638017773628235,0.0,0.947638511658,0.9476385116577148,0.0,,,,10.0,10.0,9.0
10,1,9,0.0,1.0,11.0,29.0,2.0,1.0,0.0,0.0,0.0,29.0,29.0,1.0,1.0,0.0,1.0,1.0,,,,-1.0,-1.0,0.0,0.0,0.0,9.0,9.0,1.0,1.0,0.0,0.0,0.0,62.0,62.0,0.0,2.0,2.0,0.483871877193,0.4838718771934509,0.0,0.463730454445,0.4637304544448853,0.0,0.947602331638,0.9476023316383362,0.0,,,,11.0,11.0,10.0
11,1,2,0.0,1.0,12.0,59.0,2.0,1.0,0.0,0.0,0.0,59.0,59.0,1.0,1.0,0.0,1.0,1.0,,,,-1.0,-1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,122.0,122.0,0.0,2.0,2.0,0.984008133411,0.9840081334114075,0.0,0.964352309704,0.9643523097038269,0.0,1.94836044312,1.948360443115234,0.0,,,,12.0,12.0,11.0
12,1,4,0.0,1.0,13.0,75.0,2.0,1.0,0.0,0.0,0.0,75.0,75.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,122.0,122.0,0.0,2.0,2.0,0.717184901237,0.7171849012374878,0.0,1.23100733757,1.23100733757019,0.0,1.94819223881,1.948192238807678,0.0,,,,13.0,13.0,12.0
13,1,3,0.0,-1.0,14.0,51.0,2.0,1.0,0.0,0.0,0.0,51.0,51.0,-1.0,-1.0,0.0,-1.0,-1.0,,,,1.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,122.0,122.0,0.0,2.0,2.0,1.11764073372,1.117640733718872,0.0,0.830842852592,0.8308428525924683,0.0,1.94848370552,1.94848370552063,0.0,,,,14.0,14.0,13.0
14,1,10,0.0,1.0,15.0,29.0,2.0,1.0,0.0,0.0,0.0,29.0,29.0,-1.0,-1.0,0.0,1.0,1.0,,,,1.0,1.0,0.0,0.0,0.0,10.0,10.0,1.0,1.0,0.0,0.0,0.0,62.0,62.0,0.0,2.0,2.0,0.483707338572,0.4837073385715485,0.0,0.463886588812,0.4638865888118744,0.0,0.947593927383,0.9475939273834229,0.0,,,,15.0,15.0,14.0
15,1,10,0.0,-1.0,16.0,35.0,2.0,1.0,0.0,0.0,0.0,35.0,35.0,1.0,1.0,0.0,-1.0,-1.0,,,,1.0,1.0,0.0,0.0,0.0,10.0,10.0,1.0,1.0,0.0,0.0,0.0,62.0,62.0,0.0,2.0,2.0,0.383618861437,0.3836188614368439,0.0,0.563667535782,0.5636675357818604,0.0,0.947286367416,0.9472863674163818,0.0,,,,16.0,16.0,15.0
16,1,10,0.0,1.0,17.0,59.0,2.0,1.0,0.0,0.0,0.0,59.0,59.0,1.0,1.0,0.0,1.0,1.0,,,,-1.0,-1.0,0.0,0.0,0.0,10.0,10.0,1.0,1.0,0.0,0.0,0.0,122.0,122.0,0.0,2.0,2.0,0.984070301056,0.9840703010559082,0.0,0.964359998703,0.9643599987030029,0.0,1.94843029976,1.948430299758911,0.0,,,,17.0,17.0,16.0
17,1,1,0.0,1.0,18.0,43.0,2.0,1.0,0.0,0.0,0.0,43.0,43.0,-1.0,-1.0,0.0,1.0,1.0,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,122.0,122.0,0.0,2.0,2.0,1.25089204311,1.250892043113708,0.0,0.697486698627,0.6974866986274719,0.0,1.94837868214,1.948378682136536,0.0,,,,18.0,18.0,17.0
18,1,5,0.0,-1.0,19.0,35.0,2.0,1.0,0.0,0.0,0.0,35.0,35.0,-1.0,-1.0,0.0,-1.0,-1.0,,,,-1.0,-1.0,0.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,62.0,62.0,0.0,2.0,2.0,0.383663833141,0.3836638331413269,0.0,0.564051151276,0.5640511512756348,0.0,0.947714984417,0.9477149844169617,0.0,,,,19.0,19.0,18.0
19,1,6,0.0,-1.0,20.0,43.0,2.0,1.0,0.0,0.0,0.0,43.0,43.0,-1.0,-1.0,0.0,-1.0,-1.0,,,,1.0,1.0,0.0,0.0,0.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,122.0,122.0,0.0,2.0,2.0,1.2509431839,1.250943183898926,0.0,0.697023689747,0.6970236897468567,0.0,1.94796693325,1.947966933250427,0.0,,,,20.0,20.0,19.0
20,1,1,0.0,-1.0,21.0,17.0,2.0,1.0,0.0,0.0,0.0,17.0,17.0,-1.0,-1.0,0.0,-1.0,-1.0,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,62.0,62.0,0.0,2.0,2.0,0.683865249157,0.6838652491569519,0.0,0.267068594694,0.2670685946941376,0.0,0.950933814049,0.9509338140487671,0.0,,,,21.0,21.0,20.0
21,1,3,0.0,1.0,22.0,43.0,2.0,1.0,0.0,0.0,0.0,43.0,43.0,-1.0,-1.0,0.0,1.0,1.0,,,,1.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,122.0,122.0,0.0,2.0,2.0,1.25080060959,1.250800609588623,0.0,0.697394907475,0.6973949074745178,0.0,1.94819545746,1.948195457458496,0.0,,,,22.0,22.0,21.0
22,1,2,0.0,-1.0,23.0,23.0,2.0,1.0,0.0,0.0,0.0,23.0,23.0,-1.0,-1.0,0.0,-1.0,-1.0,,,,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,62.0,62.0,0.0,2.0,2.0,0.584209024906,0.5842090249061584,0.0,0.363662838936,0.3636628389358521,0.0,0.947871863842,0.9478718638420105,0.0,2.0,2.0,0.0,23.0,23.0,22.0
